FB_TIME,FB_TIME_QLTY,OFFSET,REC_ELEV,REC_X,SRC_X
45.977600,96.032219,-41.000000,3.800000,54.000000,12.750000
44.811131,96.782166,-39.000000,3.660000,52.500000,12.750000
44.227894,94.984123,-38.000000,3.560000,51.000000,12.750000
43.061420,95.359650,-36.000000,3.390000,49.500000,12.750000
42.478184,87.846527,-35.000000,3.270000,48.000000,12.750000
41.231178,87.077950,-33.000000,3.100000,46.500000,12.750000
40.472870,85.383324,-32.000000,3.000000,45.000000,12.750000
38.956253,86.265564,-30.000000,2.860000,43.500000,12.750000
38.197945,69.293961,-29.000000,2.750000,42.000000,12.750000
36.681328,48.046509,-27.000000,2.650000,40.500000,12.750000
35.726627,13.486359,-26.000000,2.390000,39.000000,12.750000
33.742405,26.227310,-24.000000,2.210000,37.500000,12.750000
32.750298,0.824876,-23.000000,2.110000,36.000000,12.750000
30.782986,21.974926,-21.000000,1.990000,34.500000,12.750000
29.812836,8.568867,-20.000000,1.890000,33.000000,12.750000
27.872538,19.585058,-18.000000,1.750000,31.500000,12.750000
26.902388,11.560005,-17.000000,1.620000,30.000000,12.750000
24.477648,23.095642,-15.000000,1.450000,28.500000,12.750000
23.163921,37.202103,-14.000000,1.360000,27.000000,12.750000
20.536470,45.170845,-12.000000,1.310000,25.500000,12.750000
19.222746,51.744461,-11.000000,1.130000,24.000000,12.750000
16.567339,55.845173,-9.000000,0.920000,22.500000,12.750000
15.231941,46.606461,-8.000000,0.710000,21.000000,12.750000
12.561148,35.758678,-6.000000,0.600000,19.500000,12.750000
8.641244,72.875755,-5.000000,0.430000,18.000000,12.750000
-0.768811,99.668571,-3.000000,0.310000,16.500000,12.750000
-4.502861,99.378815,-2.000000,0.250000,15.000000,12.750000
-7.956000,41.176155,0.000000,0.080000,12.000000,12.750000
-7.956000,49.138649,0.000000,0.150000,13.500000,12.750000
-4.166935,94.985046,2.000000,0.080000,10.500000,12.750000
0.135154,98.707481,3.000000,0.040000,9.000000,12.750000
9.567620,75.154427,5.000000,0.020000,7.500000,12.750000
14.304521,0.277468,6.000000,0.000000,6.000000,12.750000
17.272579,0.009275,8.000000,0.050000,4.500000,12.750000
18.756609,0.411597,9.000000,0.010000,3.000000,12.750000
21.284491,0.145944,11.000000,0.050000,1.500000,12.750000
22.309999,0.007650,12.000000,0.000000,0.000000,12.750000
50.480000,70.884026,-56.000000,5.520000,70.500000,14.250000
49.159180,28.726036,-54.000000,5.410000,69.000000,14.250000
48.498772,38.106205,-53.000000,5.250000,67.500000,14.250000
47.177952,41.812359,-51.000000,5.120000,66.000000,14.250000
46.532223,20.942461,-50.000000,4.950000,64.500000,14.250000
45.421112,3.382242,-48.000000,4.750000,63.000000,14.250000
44.865555,3.064010,-47.000000,4.570000,61.500000,14.250000
43.754444,0.494169,-45.000000,4.400000,60.000000,14.250000
43.198891,11.612473,-44.000000,4.250000,58.500000,14.250000
42.087776,1.431592,-42.000000,4.070000,57.000000,14.250000
41.532223,15.885494,-41.000000,3.840000,55.500000,14.250000
40.589512,5.524632,-39.000000,3.800000,54.000000,14.250000
40.128567,21.791964,-38.000000,3.660000,52.500000,14.250000
39.206673,22.680885,-36.000000,3.560000,51.000000,14.250000
38.745724,33.623985,-35.000000,3.390000,49.500000,14.250000
37.823830,41.114990,-33.000000,3.270000,48.000000,14.250000
36.606125,40.915947,-32.000000,3.100000,46.500000,14.250000
34.123913,13.916133,-30.000000,3.000000,45.000000,14.250000
32.882805,24.977865,-29.000000,2.860000,43.500000,14.250000
31.010468,27.206062,-27.000000,2.750000,42.000000,14.250000
30.439550,54.482670,-26.000000,2.650000,40.500000,14.250000
29.297720,73.320786,-24.000000,2.390000,39.000000,14.250000
28.726805,83.367958,-23.000000,2.210000,37.500000,14.250000
26.577261,80.887566,-21.000000,2.110000,36.000000,14.250000
25.254320,78.365692,-20.000000,1.990000,34.500000,14.250000
22.608440,60.488319,-18.000000,1.890000,33.000000,14.250000
21.612288,68.284737,-17.000000,1.750000,31.500000,14.250000
19.735315,65.236153,-15.000000,1.620000,30.000000,14.250000
18.796829,75.510498,-14.000000,1.450000,28.500000,14.250000
16.919859,66.813568,-12.000000,1.360000,27.000000,14.250000
15.881222,85.473061,-11.000000,1.310000,25.500000,14.250000
13.611506,68.608437,-9.000000,1.130000,24.000000,14.250000
12.425117,81.753067,-8.000000,0.920000,22.500000,14.250000
9.607217,73.670624,-6.000000,0.710000,21.000000,14.250000
7.596234,85.750778,-5.000000,0.600000,19.500000,14.250000
-4.633796,27.193760,-3.000000,0.430000,18.000000,14.250000
-18.511534,82.018005,-2.000000,0.310000,16.500000,14.250000
-17.309999,13.338518,0.000000,0.150000,13.500000,14.250000
-17.309999,70.131477,0.000000,0.250000,15.000000,14.250000
-2.727010,0.009164,2.000000,0.080000,12.000000,14.250000
-0.074018,69.310295,3.000000,0.080000,10.500000,14.250000
12.069145,17.114346,5.000000,0.040000,9.000000,14.250000
13.954174,67.951111,6.000000,0.020000,7.500000,14.250000
17.460705,50.945114,8.000000,0.000000,6.000000,14.250000
18.858526,44.215996,9.000000,0.050000,4.500000,14.250000
21.016117,40.217426,11.000000,0.010000,3.000000,14.250000
21.664085,59.479755,12.000000,0.050000,1.500000,14.250000
22.309999,38.178387,14.000000,0.000000,0.000000,14.250000
47.860001,81.167046,-54.000000,5.520000,70.500000,15.750000
47.435295,0.136574,-53.000000,5.410000,69.000000,15.750000
45.850227,0.940073,-51.000000,5.250000,67.500000,15.750000
46.161186,45.123337,-50.000000,5.120000,66.000000,15.750000
45.304516,12.806906,-48.000000,4.950000,64.500000,15.750000
44.799156,9.662875,-47.000000,4.750000,63.000000,15.750000
43.788433,10.642822,-45.000000,4.570000,61.500000,15.750000
43.283070,14.255103,-44.000000,4.400000,60.000000,15.750000
42.272346,32.922001,-42.000000,4.250000,58.500000,15.750000
41.766983,27.343092,-41.000000,4.070000,57.000000,15.750000
40.853630,45.046455,-39.000000,3.840000,55.500000,15.750000
40.408001,49.253380,-38.000000,3.800000,54.000000,15.750000
39.516750,53.005661,-36.000000,3.660000,52.500000,15.750000
39.071121,63.564579,-35.000000,3.560000,51.000000,15.750000
38.179871,69.434402,-33.000000,3.390000,49.500000,15.750000
37.704643,84.340599,-32.000000,3.270000,48.000000,15.750000
36.465137,83.769089,-30.000000,3.100000,46.500000,15.750000
35.845383,86.279480,-29.000000,3.000000,45.000000,15.750000
34.605877,90.346321,-27.000000,2.860000,43.500000,15.750000
33.986122,99.255386,-26.000000,2.750000,42.000000,15.750000
32.702778,85.939499,-24.000000,2.650000,40.500000,15.750000
31.456745,21.190723,-23.000000,2.390000,39.000000,15.750000
28.964682,55.605663,-21.000000,2.210000,37.500000,15.750000
27.718651,27.289942,-20.000000,2.110000,36.000000,15.750000
25.473820,73.136292,-18.000000,1.990000,34.500000,15.750000
24.467819,55.351646,-17.000000,1.890000,33.000000,15.750000
22.455820,71.152153,-15.000000,1.750000,31.500000,15.750000
21.449722,36.350445,-14.000000,1.620000,30.000000,15.750000
19.431227,51.749611,-12.000000,1.450000,28.500000,15.750000
18.421978,72.286621,-11.000000,1.360000,27.000000,15.750000
16.372734,72.637238,-9.000000,1.310000,25.500000,15.750000
14.814422,66.686829,-8.000000,1.130000,24.000000,15.750000
11.697797,81.744865,-6.000000,0.920000,22.500000,15.750000
10.108673,80.299637,-5.000000,0.710000,21.000000,15.750000
4.621986,57.362915,-3.000000,0.600000,19.500000,15.750000
-3.380763,0.585781,-2.000000,0.430000,18.000000,15.750000
-10.637940,99.655357,0.000000,0.250000,15.000000,15.750000
-10.637940,21.963793,0.000000,0.310000,16.500000,15.750000
-11.704320,23.137890,2.000000,0.150000,13.500000,15.750000
-1.171649,0.127257,3.000000,0.080000,12.000000,15.750000
8.240283,95.987518,5.000000,0.080000,10.500000,15.750000
10.640332,94.723045,6.000000,0.040000,9.000000,15.750000
14.737028,41.854961,8.000000,0.020000,7.500000,15.750000
16.004385,36.200424,9.000000,0.000000,6.000000,15.750000
18.539099,0.089164,11.000000,0.050000,4.500000,15.750000
19.877048,1.258783,12.000000,0.010000,3.000000,15.750000
22.625683,10.232083,14.000000,0.050000,1.500000,15.750000
24.000000,5.655833,15.000000,0.000000,0.000000,15.750000
52.490002,47.024574,-53.000000,5.520000,70.500000,17.250000
51.821159,3.160667,-51.000000,5.410000,69.000000,17.250000
51.472809,9.468751,-50.000000,5.250000,67.500000,17.250000
50.776100,10.814195,-48.000000,5.120000,66.000000,17.250000
50.408947,12.101046,-47.000000,4.950000,64.500000,17.250000
49.461578,14.723584,-45.000000,4.750000,63.000000,17.250000
48.987896,13.425730,-44.000000,4.570000,61.500000,17.250000
48.040527,18.650936,-42.000000,4.400000,60.000000,17.250000
47.566841,27.314001,-41.000000,4.250000,58.500000,17.250000
46.619473,13.725014,-39.000000,4.070000,57.000000,17.250000
45.781284,28.089539,-38.000000,3.840000,55.500000,17.250000
44.090027,12.563285,-36.000000,3.800000,54.000000,17.250000
43.244400,21.607069,-35.000000,3.660000,52.500000,17.250000
41.553143,14.898154,-33.000000,3.560000,51.000000,17.250000
40.707512,19.907938,-32.000000,3.390000,49.500000,17.250000
39.335804,19.142334,-30.000000,3.270000,48.000000,17.250000
38.682674,31.382481,-29.000000,3.100000,46.500000,17.250000
37.376411,25.441923,-27.000000,3.000000,45.000000,17.250000
36.723282,47.889156,-26.000000,2.860000,43.500000,17.250000
34.536228,41.556908,-24.000000,2.750000,42.000000,17.250000
33.379784,90.644440,-23.000000,2.650000,40.500000,17.250000
31.066902,92.981125,-21.000000,2.390000,39.000000,17.250000
29.910460,94.455406,-20.000000,2.210000,37.500000,17.250000
27.934834,92.679916,-18.000000,2.110000,36.000000,17.250000
27.052584,94.099297,-17.000000,1.990000,34.500000,17.250000
25.288084,95.830147,-15.000000,1.890000,33.000000,17.250000
24.405834,90.260002,-14.000000,1.750000,31.500000,17.250000
22.113737,92.918327,-12.000000,1.620000,30.000000,17.250000
20.888893,89.000908,-11.000000,1.450000,28.500000,17.250000
18.439201,89.131638,-9.000000,1.360000,27.000000,17.250000
17.214355,25.775707,-8.000000,1.310000,25.500000,17.250000
13.615534,16.406488,-6.000000,1.130000,24.000000,17.250000
11.455674,62.477448,-5.000000,0.920000,22.500000,17.250000
1.267520,3.022299,-3.000000,0.710000,21.000000,17.250000
-7.996983,8.916447,-2.000000,0.600000,19.500000,17.250000
-11.567093,86.518692,0.000000,0.310000,16.500000,17.250000
-12.101944,95.552589,0.000000,0.430000,18.000000,17.250000
-13.948606,70.829086,2.000000,0.250000,15.000000,17.250000
-6.428548,81.621834,3.000000,0.150000,13.500000,17.250000
7.382583,12.295786,5.000000,0.080000,12.000000,17.250000
12.259325,18.127123,6.000000,0.080000,10.500000,17.250000
17.319195,82.476952,8.000000,0.040000,9.000000,17.250000
18.836157,76.749657,9.000000,0.020000,7.500000,17.250000
21.870081,81.011780,11.000000,0.000000,6.000000,17.250000
22.114220,78.372864,12.000000,0.050000,4.500000,17.250000
21.562725,80.824600,14.000000,0.010000,3.000000,17.250000
21.695986,92.083511,15.000000,0.050000,1.500000,17.250000
22.309999,83.386711,17.000000,0.000000,0.000000,17.250000
52.279999,74.399536,-51.000000,5.520000,70.500000,18.750000
51.838448,5.190303,-50.000000,5.410000,69.000000,18.750000
50.946419,3.652262,-48.000000,5.250000,67.500000,18.750000
50.500404,4.867097,-47.000000,5.120000,66.000000,18.750000
49.608376,1.996774,-45.000000,4.950000,64.500000,18.750000
49.162361,4.331345,-44.000000,4.750000,63.000000,18.750000
48.270332,2.058853,-42.000000,4.570000,61.500000,18.750000
47.821934,3.471120,-41.000000,4.400000,60.000000,18.750000
46.870274,6.308563,-39.000000,4.250000,58.500000,18.750000
46.394447,4.304921,-38.000000,4.070000,57.000000,18.750000
45.442787,10.434000,-36.000000,3.840000,55.500000,18.750000
44.966957,8.530602,-35.000000,3.800000,54.000000,18.750000
44.015297,23.990442,-33.000000,3.660000,52.500000,18.750000
43.539471,43.780354,-32.000000,3.560000,51.000000,18.750000
42.303787,64.689781,-30.000000,3.390000,49.500000,18.750000
41.292065,81.816315,-29.000000,3.270000,48.000000,18.750000
39.268616,69.753723,-27.000000,3.100000,46.500000,18.750000
38.256893,81.173027,-26.000000,3.000000,45.000000,18.750000
36.233448,71.934235,-24.000000,2.860000,43.500000,18.750000
35.221722,98.883888,-23.000000,2.750000,42.000000,18.750000
33.056900,99.299202,-21.000000,2.650000,40.500000,18.750000
31.903799,95.623177,-20.000000,2.390000,39.000000,18.750000
29.597597,99.141174,-18.000000,2.210000,37.500000,18.750000
28.444496,90.683975,-17.000000,2.110000,36.000000,18.750000
26.138294,97.169731,-15.000000,1.990000,34.500000,18.750000
24.985193,97.199959,-14.000000,1.890000,33.000000,18.750000
22.678991,98.746735,-12.000000,1.750000,31.500000,18.750000
21.091555,99.266907,-11.000000,1.620000,30.000000,18.750000
17.507893,98.853439,-9.000000,1.450000,28.500000,18.750000
15.716061,72.965530,-8.000000,1.360000,27.000000,18.750000
12.132398,6.494214,-6.000000,1.310000,25.500000,18.750000
8.554810,5.462822,-5.000000,1.130000,24.000000,18.750000
-2.013938,90.080627,-3.000000,0.920000,22.500000,18.750000
-5.263304,0.006658,-2.000000,0.710000,21.000000,18.750000
-9.964000,99.602661,0.000000,0.430000,18.000000,18.750000
-9.499680,93.787910,0.000000,0.600000,19.500000,18.750000
-6.297768,93.537041,2.000000,0.310000,16.500000,18.750000
-0.425924,0.048753,3.000000,0.250000,15.000000,18.750000
11.467849,2.237553,5.000000,0.150000,13.500000,18.750000
16.972694,95.480118,6.000000,0.080000,12.000000,18.750000
21.910809,89.991745,8.000000,0.080000,10.500000,18.750000
23.142904,97.422920,9.000000,0.040000,9.000000,18.750000
25.607096,91.818489,11.000000,0.020000,7.500000,18.750000
26.839191,90.704681,12.000000,0.000000,6.000000,18.750000
28.747046,75.377777,14.000000,0.050000,4.500000,18.750000
27.560284,59.108521,15.000000,0.010000,3.000000,18.750000
25.186762,93.722221,17.000000,0.050000,1.500000,18.750000
24.000000,96.760025,18.000000,0.000000,0.000000,18.750000
52.279999,94.122307,-50.000000,5.520000,70.500000,20.250000
51.523052,76.424881,-48.000000,5.410000,69.000000,20.250000
51.072491,83.161201,-47.000000,5.250000,67.500000,20.250000
50.171364,2.133200,-45.000000,5.120000,66.000000,20.250000
49.720802,2.000005,-44.000000,4.950000,64.500000,20.250000
48.819675,3.871050,-42.000000,4.750000,63.000000,20.250000
48.071297,2.377424,-41.000000,4.570000,61.500000,20.250000
46.306938,2.894485,-39.000000,4.400000,60.000000,20.250000
45.424755,10.501856,-38.000000,4.250000,58.500000,20.250000
43.660397,0.648722,-36.000000,4.070000,57.000000,20.250000
42.778217,2.896885,-35.000000,3.840000,55.500000,20.250000
41.230896,0.475382,-33.000000,3.800000,54.000000,20.250000
40.462948,2.560130,-32.000000,3.660000,52.500000,20.250000
38.927052,1.248455,-30.000000,3.560000,51.000000,20.250000
38.159103,5.774198,-29.000000,3.390000,49.500000,20.250000
36.650822,4.078520,-27.000000,3.270000,48.000000,20.250000
36.159035,36.533375,-26.000000,3.100000,46.500000,20.250000
35.175465,50.668354,-24.000000,3.000000,45.000000,20.250000
34.683681,82.186401,-23.000000,2.860000,43.500000,20.250000
33.700111,98.349281,-21.000000,2.750000,42.000000,20.250000
33.208324,94.642654,-20.000000,2.650000,40.500000,20.250000
32.224754,83.157051,-18.000000,2.390000,39.000000,20.250000
32.209999,28.330126,-17.000000,2.210000,37.500000,20.250000
32.209999,0.006969,-15.000000,2.110000,36.000000,20.250000
32.209999,0.639138,-14.000000,1.990000,34.500000,20.250000
32.209999,71.071693,-12.000000,1.890000,33.000000,20.250000
30.991886,97.985229,-11.000000,1.750000,31.500000,20.250000
28.159065,99.431931,-9.000000,1.620000,30.000000,20.250000
26.742655,37.047096,-8.000000,1.450000,28.500000,20.250000
18.583096,94.898071,-6.000000,1.360000,27.000000,20.250000
13.900752,76.226364,-5.000000,1.310000,25.500000,20.250000
4.536063,0.000000,-3.000000,1.130000,24.000000,20.250000
-0.094424,0.118067,-2.000000,0.920000,22.500000,20.250000
-9.034671,99.829788,0.000000,0.600000,19.500000,20.250000
-7.956000,86.116379,0.000000,0.710000,21.000000,20.250000
-9.220272,85.240692,2.000000,0.430000,18.000000,20.250000
-4.019376,88.985718,3.000000,0.310000,16.500000,20.250000
8.087269,0.314767,5.000000,0.250000,15.000000,20.250000
14.367186,59.923084,6.000000,0.150000,13.500000,20.250000
22.777140,96.559563,8.000000,0.080000,12.000000,20.250000
26.611635,97.588638,9.000000,0.080000,10.500000,20.250000
32.145145,48.336021,11.000000,0.040000,9.000000,20.250000
32.025040,65.607903,12.000000,0.020000,7.500000,20.250000
31.784830,98.770264,14.000000,0.000000,6.000000,20.250000
31.577164,96.669411,15.000000,0.050000,4.500000,20.250000
31.090298,88.420135,17.000000,0.010000,3.000000,20.250000
30.846865,61.817711,18.000000,0.050000,1.500000,20.250000
30.360001,88.095848,20.000000,0.000000,0.000000,20.250000
53.189999,9.333864,-48.000000,5.520000,70.500000,21.750000
52.515408,0.445513,-47.000000,5.410000,69.000000,21.750000
51.152596,0.986805,-45.000000,5.250000,67.500000,21.750000
50.471191,68.390778,-44.000000,5.120000,66.000000,21.750000
49.108379,85.596062,-42.000000,4.950000,64.500000,21.750000
48.426971,67.490677,-41.000000,4.750000,63.000000,21.750000
47.117325,86.995789,-39.000000,4.570000,61.500000,21.750000
46.748642,62.192215,-38.000000,4.400000,60.000000,21.750000
46.011284,49.268818,-36.000000,4.250000,58.500000,21.750000
45.642601,67.639938,-35.000000,4.070000,57.000000,21.750000
44.905239,30.030891,-33.000000,3.840000,55.500000,21.750000
44.536560,34.534927,-32.000000,3.800000,54.000000,21.750000
43.980789,6.660554,-30.000000,3.660000,52.500000,21.750000
43.783421,1.204641,-29.000000,3.560000,51.000000,21.750000
43.388683,0.280580,-27.000000,3.390000,49.500000,21.750000
43.191315,2.145017,-26.000000,3.270000,48.000000,21.750000
42.796577,5.221871,-24.000000,3.100000,46.500000,21.750000
42.372452,11.404579,-23.000000,3.000000,45.000000,21.750000
40.991806,23.129057,-21.000000,2.860000,43.500000,21.750000
40.301483,96.940536,-20.000000,2.750000,42.000000,21.750000
38.920837,97.803001,-18.000000,2.650000,40.500000,21.750000
38.230515,91.334274,-17.000000,2.390000,39.000000,21.750000
36.849873,70.004387,-15.000000,2.210000,37.500000,21.750000
36.159550,14.108807,-14.000000,2.110000,36.000000,21.750000
33.788132,1.615246,-12.000000,1.990000,34.500000,21.750000
31.473597,0.121923,-11.000000,1.890000,33.000000,21.750000
26.844524,13.181300,-9.000000,1.750000,31.500000,21.750000
24.529989,5.330698,-8.000000,1.620000,30.000000,21.750000
19.900917,0.570179,-6.000000,1.450000,28.500000,21.750000
16.043957,1.538133,-5.000000,1.360000,27.000000,21.750000
1.267362,26.972712,-3.000000,1.310000,25.500000,21.750000
-5.893548,0.007707,-2.000000,1.130000,24.000000,21.750000
-4.577663,92.217537,0.000000,0.710000,21.000000,21.750000
-4.577663,51.265949,0.000000,0.920000,22.500000,21.750000
-2.354396,55.255272,2.000000,0.600000,19.500000,21.750000
1.579203,93.884926,3.000000,0.430000,18.000000,21.750000
10.216028,44.210041,5.000000,0.310000,16.500000,21.750000
13.355627,27.631557,6.000000,0.250000,15.000000,21.750000
17.535692,0.625792,8.000000,0.150000,13.500000,21.750000
19.625723,0.495082,9.000000,0.080000,12.000000,21.750000
22.519451,1.075535,11.000000,0.080000,10.500000,21.750000
23.893658,0.000000,12.000000,0.040000,9.000000,21.750000
25.670088,0.286030,14.000000,0.020000,7.500000,21.750000
25.244324,0.014418,15.000000,0.000000,6.000000,21.750000
24.392796,11.923404,17.000000,0.050000,4.500000,21.750000
23.967031,31.171816,18.000000,0.010000,3.000000,21.750000
23.950001,61.107903,20.000000,0.050000,1.500000,21.750000
23.950001,41.349178,21.000000,0.000000,0.000000,21.750000
48.470001,46.124393,-47.000000,5.520000,70.500000,23.250000
48.447086,37.137634,-45.000000,5.410000,69.000000,23.250000
48.433025,53.330772,-44.000000,5.250000,67.500000,23.250000
48.404911,40.357456,-42.000000,5.120000,66.000000,23.250000
48.390854,41.367958,-41.000000,4.950000,64.500000,23.250000
48.362736,69.969002,-39.000000,4.750000,63.000000,23.250000
48.348679,57.583755,-38.000000,4.570000,61.500000,23.250000
48.320560,97.297440,-36.000000,4.400000,60.000000,23.250000
47.317924,92.891464,-35.000000,4.250000,58.500000,23.250000
45.230267,64.180061,-33.000000,4.070000,57.000000,23.250000
44.186440,97.404221,-32.000000,3.840000,55.500000,23.250000
42.098782,53.841518,-30.000000,3.800000,54.000000,23.250000
41.054951,84.939880,-29.000000,3.660000,52.500000,23.250000
38.967297,67.046913,-27.000000,3.560000,51.000000,23.250000
37.923466,93.381897,-26.000000,3.390000,49.500000,23.250000
35.835808,86.500015,-24.000000,3.270000,48.000000,23.250000
34.791981,97.956207,-23.000000,3.100000,46.500000,23.250000
32.704323,92.321465,-21.000000,3.000000,45.000000,23.250000
31.660494,81.328148,-20.000000,2.860000,43.500000,23.250000
29.572836,97.795525,-18.000000,2.750000,42.000000,23.250000
28.529007,71.071342,-17.000000,2.650000,40.500000,23.250000
26.408499,73.332703,-15.000000,2.390000,39.000000,23.250000
25.335073,39.690468,-14.000000,2.210000,37.500000,23.250000
23.188223,35.267632,-12.000000,2.110000,36.000000,23.250000
22.114798,25.478352,-11.000000,1.990000,34.500000,23.250000
19.967947,22.294872,-9.000000,1.890000,33.000000,23.250000
18.730713,46.509972,-8.000000,1.750000,31.500000,23.250000
11.213121,27.729189,-6.000000,1.620000,30.000000,23.250000
7.454326,33.133160,-5.000000,1.450000,28.500000,23.250000
-0.063266,4.470363,-3.000000,1.360000,27.000000,23.250000
-3.514068,44.489330,-2.000000,1.310000,25.500000,23.250000
-9.548711,61.436699,0.000000,0.920000,22.500000,23.250000
-9.875496,36.050758,0.000000,1.130000,24.000000,23.250000
-6.626391,64.052353,2.000000,0.710000,21.000000,23.250000
0.208493,92.331245,3.000000,0.600000,19.500000,23.250000
9.600000,14.223012,5.000000,0.430000,18.000000,23.250000
11.891666,63.175190,6.000000,0.310000,16.500000,23.250000
16.475000,81.559143,8.000000,0.250000,15.000000,23.250000
18.547579,85.145103,9.000000,0.150000,13.500000,23.250000
21.024302,78.703896,11.000000,0.080000,12.000000,23.250000
22.262663,97.779968,12.000000,0.080000,10.500000,23.250000
24.739386,74.733772,14.000000,0.040000,9.000000,23.250000
25.977747,64.302361,15.000000,0.020000,7.500000,23.250000
27.677355,49.401787,17.000000,0.000000,6.000000,23.250000
27.789461,64.464241,18.000000,0.050000,4.500000,23.250000
28.013678,67.768539,20.000000,0.010000,3.000000,23.250000
28.125784,81.361061,21.000000,0.050000,1.500000,23.250000
28.350000,71.962128,23.000000,0.000000,0.000000,23.250000
48.470001,51.403854,-45.000000,5.520000,70.500000,24.750000
49.277229,35.868374,-44.000000,5.410000,69.000000,24.750000
50.891685,93.310760,-42.000000,5.250000,67.500000,24.750000
51.698917,98.976082,-41.000000,5.120000,66.000000,24.750000
50.645931,95.667976,-39.000000,4.950000,64.500000,24.750000
48.838024,87.617058,-38.000000,4.750000,63.000000,24.750000
45.222202,34.146358,-36.000000,4.570000,61.500000,24.750000
43.414295,39.256134,-35.000000,4.400000,60.000000,24.750000
39.798473,17.206884,-33.000000,4.250000,58.500000,24.750000
39.791809,17.544247,-32.000000,4.070000,57.000000,24.750000
40.008427,43.480194,-30.000000,3.840000,55.500000,24.750000
40.116737,48.544025,-29.000000,3.800000,54.000000,24.750000
40.333355,96.781509,-27.000000,3.660000,52.500000,24.750000
40.138996,79.727448,-26.000000,3.560000,51.000000,24.750000
37.328938,97.445511,-24.000000,3.390000,49.500000,24.750000
35.923912,81.296715,-23.000000,3.270000,48.000000,24.750000
33.113853,99.162582,-21.000000,3.100000,46.500000,24.750000
31.708826,99.182449,-20.000000,3.000000,45.000000,24.750000
28.750668,55.371197,-18.000000,2.860000,43.500000,24.750000
27.203230,92.763283,-17.000000,2.750000,42.000000,24.750000
24.108358,71.228073,-15.000000,2.650000,40.500000,24.750000
22.560923,91.734650,-14.000000,2.390000,39.000000,24.750000
19.466051,69.722679,-12.000000,2.210000,37.500000,24.750000
18.045218,87.970993,-11.000000,2.110000,36.000000,24.750000
16.005367,64.347588,-9.000000,1.990000,34.500000,24.750000
14.985440,63.293205,-8.000000,1.890000,33.000000,24.750000
12.945589,60.428715,-6.000000,1.750000,31.500000,24.750000
10.020474,28.641531,-5.000000,1.620000,30.000000,24.750000
-4.001698,94.011597,-3.000000,1.450000,28.500000,24.750000
-9.986681,78.513405,-2.000000,1.360000,27.000000,24.750000
-11.031557,47.779697,0.000000,1.130000,24.000000,24.750000
-11.262227,80.937851,0.000000,1.310000,25.500000,24.750000
-5.094090,99.118027,2.000000,0.920000,22.500000,24.750000
-0.965332,48.162197,3.000000,0.710000,21.000000,24.750000
5.625244,9.511333,5.000000,0.600000,19.500000,24.750000
8.716548,11.897167,6.000000,0.430000,18.000000,24.750000
14.899157,39.718510,8.000000,0.310000,16.500000,24.750000
17.715494,59.281712,9.000000,0.250000,15.000000,24.750000
21.662605,96.865822,11.000000,0.150000,13.500000,24.750000
23.636160,78.141426,12.000000,0.080000,12.000000,24.750000
27.583271,71.417740,14.000000,0.080000,10.500000,24.750000
29.300919,79.283508,15.000000,0.040000,9.000000,24.750000
28.982885,59.392502,17.000000,0.020000,7.500000,24.750000
28.823870,62.002075,18.000000,0.000000,6.000000,24.750000
28.505836,97.229706,20.000000,0.050000,4.500000,24.750000
28.350000,95.330795,21.000000,0.010000,3.000000,24.750000
28.350000,61.617096,23.000000,0.050000,1.500000,24.750000
28.350000,73.434135,24.000000,0.000000,0.000000,24.750000
44.869999,0.552714,-44.000000,5.520000,70.500000,26.250000
44.583836,0.286516,-42.000000,5.410000,69.000000,26.250000
44.439308,1.597510,-41.000000,5.250000,67.500000,26.250000
44.150249,0.949412,-39.000000,5.120000,66.000000,26.250000
44.005722,0.601355,-38.000000,4.950000,64.500000,26.250000
43.716667,4.772122,-36.000000,4.750000,63.000000,26.250000
43.572140,3.158234,-35.000000,4.570000,61.500000,26.250000
43.283081,11.745240,-33.000000,4.400000,60.000000,26.250000
43.138309,14.496948,-32.000000,4.250000,58.500000,26.250000
42.800419,11.308866,-30.000000,4.070000,57.000000,26.250000
42.631474,93.328308,-29.000000,3.840000,55.500000,26.250000
42.293583,88.097832,-27.000000,3.800000,54.000000,26.250000
42.124638,95.932236,-26.000000,3.660000,52.500000,26.250000
41.786747,93.553177,-24.000000,3.560000,51.000000,26.250000
41.617802,80.582878,-23.000000,3.390000,49.500000,26.250000
40.864845,82.615829,-21.000000,3.270000,48.000000,26.250000
40.156853,88.255882,-20.000000,3.100000,46.500000,26.250000
38.740871,4.288751,-18.000000,3.000000,45.000000,26.250000
38.032879,0.431231,-17.000000,2.860000,43.500000,26.250000
36.616894,1.723905,-15.000000,2.750000,42.000000,26.250000
35.908905,43.945026,-14.000000,2.650000,40.500000,26.250000
34.464653,94.007393,-12.000000,2.390000,39.000000,26.250000
30.930065,94.078598,-11.000000,2.210000,37.500000,26.250000
23.860888,44.095295,-9.000000,2.110000,36.000000,26.250000
20.326300,26.940172,-8.000000,1.990000,34.500000,26.250000
10.033245,1.242678,-6.000000,1.890000,33.000000,26.250000
2.610186,76.777229,-5.000000,1.750000,31.500000,26.250000
-7.787545,73.953972,-3.000000,1.620000,30.000000,26.250000
-10.909434,90.713028,-2.000000,1.450000,28.500000,26.250000
-13.321261,0.000000,0.000000,1.310000,25.500000,26.250000
-13.321261,82.443710,0.000000,1.360000,27.000000,26.250000
