FB_TIME,FB_TIME_QLTY,OFFSET,REC_ELEV,REC_X,SRC_X
23.603241,28.786585,6.000000,0.010000,3.000000,9.750000
25.366758,61.748619,8.000000,0.050000,1.500000,9.750000
26.230000,33.762367,9.000000,0.000000,0.000000,9.750000
58.529999,0.000484,-59.000000,5.520000,70.500000,11.250000
56.424080,53.062267,-57.000000,5.410000,69.000000,11.250000
55.371120,63.447987,-56.000000,5.250000,67.500000,11.250000
53.265202,73.222931,-54.000000,5.120000,66.000000,11.250000
52.212242,87.953476,-53.000000,4.950000,64.500000,11.250000
50.850685,94.700638,-51.000000,4.750000,63.000000,11.250000
50.268841,93.592232,-50.000000,4.570000,61.500000,11.250000
49.105148,94.536552,-48.000000,4.400000,60.000000,11.250000
48.523304,88.456078,-47.000000,4.250000,58.500000,11.250000
47.390682,94.762062,-45.000000,4.070000,57.000000,11.250000
46.844963,86.626213,-44.000000,3.840000,55.500000,11.250000
45.753529,93.706024,-42.000000,3.800000,54.000000,11.250000
45.207809,91.219872,-41.000000,3.660000,52.500000,11.250000
44.116371,94.032227,-39.000000,3.560000,51.000000,11.250000
43.172752,91.299667,-38.000000,3.390000,49.500000,11.250000
41.260895,94.194832,-36.000000,3.270000,48.000000,11.250000
40.304970,93.000938,-35.000000,3.100000,46.500000,11.250000
38.393116,98.944687,-33.000000,3.000000,45.000000,11.250000
37.726093,94.623383,-32.000000,2.860000,43.500000,11.250000
37.295799,84.917603,-30.000000,2.750000,42.000000,11.250000
37.080654,62.034588,-29.000000,2.650000,40.500000,11.250000
36.650360,9.835886,-27.000000,2.390000,39.000000,11.250000
36.194557,1.034465,-26.000000,2.210000,37.500000,11.250000
34.934406,0.039026,-24.000000,2.110000,36.000000,11.250000
34.304333,0.008430,-23.000000,1.990000,34.500000,11.250000
33.044182,0.002530,-21.000000,1.890000,33.000000,11.250000
32.414104,0.366666,-20.000000,1.750000,31.500000,11.250000
30.015011,0.072302,-18.000000,1.620000,30.000000,11.250000
28.794807,0.386214,-17.000000,1.450000,28.500000,11.250000
26.354404,0.083205,-15.000000,1.360000,27.000000,11.250000
25.349350,0.053302,-14.000000,1.310000,25.500000,11.250000
23.348022,0.035541,-12.000000,1.130000,24.000000,11.250000
22.347359,0.029904,-11.000000,0.920000,22.500000,11.250000
20.346031,0.003714,-9.000000,0.710000,21.000000,11.250000
19.517771,0.391051,-8.000000,0.600000,19.500000,11.250000
17.528128,0.551418,-6.000000,0.430000,18.000000,11.250000
17.131681,0.387378,-5.000000,0.310000,16.500000,11.250000
14.043983,1.405739,-3.000000,0.250000,15.000000,11.250000
12.488928,54.561119,-2.000000,0.150000,13.500000,11.250000
7.044688,95.753799,0.000000,0.080000,10.500000,11.250000
7.044688,81.259407,0.000000,0.080000,12.000000,11.250000
11.936640,65.541237,2.000000,0.040000,9.000000,11.250000
14.290425,15.996686,3.000000,0.020000,7.500000,11.250000
18.915932,66.276520,5.000000,0.000000,6.000000,11.250000
21.228683,69.187576,6.000000,0.050000,4.500000,11.250000
25.726994,99.158356,8.000000,0.010000,3.000000,11.250000
27.966644,99.492859,9.000000,0.050000,1.500000,11.250000
32.110001,82.512169,11.000000,0.000000,0.000000,11.250000
58.529999,33.714012,-57.000000,5.520000,70.500000,12.750000
57.542877,0.200160,-56.000000,5.410000,69.000000,12.750000
55.568626,0.873220,-54.000000,5.250000,67.500000,12.750000
54.581501,0.185957,-53.000000,5.120000,66.000000,12.750000
52.607254,0.455661,-51.000000,4.950000,64.500000,12.750000
51.623669,0.844079,-50.000000,4.750000,63.000000,12.750000
50.357338,1.362372,-48.000000,4.570000,61.500000,12.750000
49.724171,1.103933,-47.000000,4.400000,60.000000,12.750000
48.457840,0.643051,-45.000000,4.250000,58.500000,12.750000
